"Table 1.7 Occupational projections, 2019-29, and worker characteristics, 2019
Miscellaneous healthcare diagnosing or treating practitioners,29-1290,Summary,276.0,289.1,13.2,4.8,5.1,17.4," $76,190 ",—,—,—
Dental hygienists,29-1292,Line item,226.4,239.7,13.3,5.9,1.6,15.1," $76,220 ",Associate's degree,None,None
"Acupuncturists and healthcare diagnosing or treating practitioners, all other",29-1298,Line item,49.6,49.4,-0.1,-0.3,21.2,2.3," $75,640 ",Master's degree,None,None
Health technologists and technicians,29-2000,Summary,"2,978.3","3,215.9",237.6,8.0,0.3,225," $44,380 ",—,—,—
Clinical laboratory technologists and technicians,29-2010,Line item,337.8,362.5,24.7,7.3,—,21.6," $53,120 ",Bachelor's degree,None,None
Cardiovascular technologists and technicians,29-2031,Line item,57.4,60.5,3.1,5.4,—,3.2," $57,720 ",Associate's degree,None,None
Diagnostic medical sonographers,29-2032,Line item,74.3,86.8,12.5,16.8,—,5.1," $74,320 ",Associate's degree,None,None
Nuclear medicine technologists,29-2033,Line item,18.5,19.5,1.0,5.4,—,1," $77,950 ",Associate's degree,None,None
Radiologic technologists and technicians,29-2034,Line item,212.0,226.1,14.1,6.7,0.0,12," $60,510 ",Associate's degree,None,None
Magnetic resonance imaging technologists,29-2035,Line item,38.7,41.4,2.7,7.0,—,2.2," $73,410 ",Associate's degree,Less than 5 years,None
Emergency medical technicians and paramedics,29-2040,Line item,265.2,282.2,17.0,6.4,0.1,17.4," $35,400 ",Postsecondary nondegree award,None,None
Health practitioner support technologists and technicians,29-2050,Summary,819.0,881.3,62.3,7.6,0.1,69.2," $35,610 ",—,—,—
Dietetic technicians,29-2051,Line item,30.2,32.0,1.8,5.9,—,2.5," $28,400 ",Associate's degree,None,None
Pharmacy technicians,29-2052,Line item,422.3,437.6,15.2,3.6,0.1,33.4," $33,950 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Psychiatric technicians,29-2053,Line item,82.8,93.8,11.0,13.3,0.1,7.6," $33,780 ",Postsecondary nondegree award,Less than 5 years,Short-term on-the-job training
Surgical technologists,29-2055,Line item,111.3,118.9,7.6,6.8,0.1,9.3," $48,300 ",Postsecondary nondegree award,None,None
Veterinary technologists and technicians,29-2056,Line item,112.9,131.2,18.3,16.2,0.1,10.9," $35,320 ",Associate's degree,None,None
Ophthalmic medical technicians,29-2057,Line item,59.5,67.9,8.5,14.2,0.1,5.6," $36,940 ",Postsecondary nondegree award,None,None
Licensed practical and licensed vocational nurses,29-2061,Line item,721.7,787.4,65.7,9.1,0.7,58.4," $47,480 ",Postsecondary nondegree award,None,None
"Opticians, dispensing",29-2081,Line item,73.8,76.8,3.0,4.0,2.7,5.7," $37,840 ",High school diploma or equivalent,None,Long-term on-the-job training
Orthotists and prosthetists,29-2091,Line item,10.0,11.7,1.7,16.9,—,0.9," $68,410 ",Master's degree,None,Internship/residency
Hearing aid specialists,29-2092,Line item,8.1,9.0,0.9,10.5,—,0.6," $53,420 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Medical dosimetrists, medical records specialists, and health technologists and technicians, all other",29-2098,Line item,341.6,370.6,29.0,8.5,0.1,27.8," $42,630 ",Postsecondary nondegree award,None,None
Other healthcare practitioners and technical occupations,29-9000,Summary,94.2,104.7,10.5,11.1,4.1,6," $49,770 ",—,—,—
Athletic trainers,29-9091,Line item,32.1,37.3,5.2,16.2,4.0,2.2," $48,440 ",Bachelor's degree,None,None
Genetic counselors,29-9092,Line item,2.6,3.2,0.6,21.5,4.7,0.2," $81,880 ",Master's degree,None,None
"Health information technologists, medical registrars, surgical assistants, and healthcare practitioners and technical workers, all other",29-9098,Line item,59.4,64.1,4.7,7.9,4.2,3.5," $49,850 ",Postsecondary nondegree award,None,None
Healthcare support occupations,31-0000,Summary,"7,013.4","8,598.1","1,584.8",22.6,2.7,1000," $28,470 ",—,—,—
"Home health and personal care aides; and nursing assistants, orderlies, and psychiatric aides",31-1100,Summary,"5,078.4","6,363.8","1,285.4",25.3,2.4,755.3," $26,380 ",—,—,—
Home health and personal care aides,31-1120,Line item,"3,439.7","4,599.2","1,159.5",33.7,2.5,568.8," $25,280 ",High school diploma or equivalent,None,Short-term on-the-job training
"Nursing assistants, orderlies, and psychiatric aides",31-1130,Summary,"1,638.7","1,764.6",125.9,7.7,2.3,186.6," $29,680 ",—,—,—
Nursing assistants,31-1131,Line item,"1,528.5","1,645.5",116.9,7.6,2.3,174," $29,660 ",Postsecondary nondegree award,None,None
Orderlies,31-1132,Line item,50.6,53.1,2.5,5.0,2.2,5.6," $28,980 ",High school diploma or equivalent,None,Short-term on-the-job training
Psychiatric aides,31-1133,Line item,59.5,66.0,6.5,10.9,1.2,7.1," $31,110 ",High school diploma or equivalent,None,Short-term on-the-job training
Occupational therapy and physical therapist assistants and aides,31-2000,Summary,204.4,265.3,60.9,29.8,0.7,30," $52,910 ",—,—,—
Occupational therapy assistants and aides,31-2010,Summary,55.1,73.0,17.9,32.5,2.7,7.9," $59,200 ",—,—,—
Occupational therapy assistants,31-2011,Line item,47.1,63.5,16.3,34.6,2.7,6.9," $61,510 ",Associate's degree,None,None
Occupational therapy aides,31-2012,Line item,8.0,9.5,1.6,19.9,2.8,1," $29,230 ",High school diploma or equivalent,None,Short-term on-the-job training
Physical therapist assistants and aides,31-2020,Summary,149.3,192.3,43.0,28.8,—,22," $48,990 ",—,—,—
Physical therapist assistants,31-2021,Line item,98.7,130.9,32.2,32.6,—,15.1," $58,790 ",Associate's degree,None,None
Physical therapist aides,31-2022,Line item,50.6,61.3,10.8,21.3,—,6.9," $27,000 ",High school diploma or equivalent,None,Short-term on-the-job training
Other healthcare support occupations,31-9000,Summary,"1,730.6","1,969.0",238.5,13.8,3.8,214.7," $35,860 ",—,—,—
Massage therapists,31-9011,Line item,166.7,201.1,34.4,20.6,35.0,22," $42,820 ",Postsecondary nondegree award,None,None
Miscellaneous healthcare support occupations,31-9090,Summary,"1,563.8","1,767.9",204.1,13.1,0.5,192.7," $35,630 ",—,—,—
Dental assistants,31-9091,Line item,354.6,378.0,23.4,6.6,—,39," $40,080 ",Postsecondary nondegree award,None,None
Medical assistants,31-9092,Line item,725.2,864.4,139.2,19.2,0.2,92.8," $34,800 ",Postsecondary nondegree award,None,None
Medical equipment preparers,31-9093,Line item,58.7,62.2,3.4,5.9,0.9,6.7," $37,440 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Medical transcriptionists,31-9094,Line item,58.5,57.2,-1.3,-2.2,4.0,6.9," $33,380 ",Postsecondary nondegree award,None,None
Pharmacy aides,31-9095,Line item,37.9,32.0,-5.9,-15.7,1.3,3.2," $27,850 ",High school diploma or equivalent,None,Short-term on-the-job training
Veterinary assistants and laboratory animal caretakers,31-9096,Line item,99.5,115.2,15.7,15.8,—,16.9," $28,590 ",High school diploma or equivalent,None,Short-term on-the-job training
Phlebotomists,31-9097,Line item,132.6,155.5,22.8,17.2,1.2,15.8," $35,510 ",Postsecondary nondegree award,None,None
"Healthcare support workers, all other",31-9099,Line item,96.9,103.6,6.7,6.9,0.7,11.3," $38,460 ",High school diploma or equivalent,None,None
Protective service occupations,33-0000,Summary,"3,615.9","3,711.1",95.2,2.6,0.4,387.9," $41,580 ",—,—,—
Supervisors of protective service workers,33-1000,Summary,331.9,340.5,8.6,2.6,0.3,23.5," $71,460 ",—,—,—
First-line supervisors of law enforcement workers,33-1010,Summary,174.8,177.6,2.8,1.6,—,11.1," $82,990 ",—,—,—
First-line supervisors of correctional officers,33-1011,Line item,48.7,44.9,-3.8,-7.8,—,2.8," $63,730 ",High school diploma or equivalent,Less than 5 years,None
First-line supervisors of police and detectives,33-1012,Line item,126.1,132.7,6.6,5.2,—,8.3," $91,090 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
First-line supervisors of firefighting and prevention workers,33-1021,Line item,71.5,75.9,4.4,6.2,—,4.6," $77,800 ",Postsecondary nondegree award,Less than 5 years,Moderate-term on-the-job training
"Miscellaneous first-line supervisors, protective service workers",33-1090,Line item,85.7,87.0,1.3,1.6,1.3,7.8," $50,490 ",High school diploma or equivalent,Less than 5 years,None
Firefighting and prevention workers,33-2000,Summary,351.9,373.6,21.7,6.2,0.4,26," $51,330 ",—,—,—
Firefighters,33-2011,Line item,335.5,355.8,20.3,6.1,0.4,24.2," $50,850 ",Postsecondary nondegree award,None,Long-term on-the-job training
Fire inspectors,33-2020,Summary,16.4,17.8,1.4,8.5,0.4,1.8," $60,230 ",—,—,—
Fire inspectors and investigators,33-2021,Line item,14.2,15.0,0.8,5.9,0.4,1.5," $61,660 ",Postsecondary nondegree award,5 years or more,Moderate-term on-the-job training
Forest fire inspectors and prevention specialists,33-2022,Line item,2.3,2.8,0.5,24.3,—,0.3," $45,270 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Law enforcement workers,33-3000,Summary,"1,283.9","1,288.5",4.6,0.4,0.1,94," $57,030 ",—,—,—
"Bailiffs, correctional officers, and jailers",33-3010,Summary,462.3,429.2,-33.1,-7.2,—,34.7," $45,300 ",—,—,—
Bailiffs,33-3011,Line item,20.3,20.3,-0.1,-0.3,—,1.7," $47,830 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Correctional officers and jailers,33-3012,Line item,442.0,408.9,-33.1,-7.5,—,33," $45,180 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Detectives and criminal investigators,33-3021,Line item,113.5,114.7,1.3,1.1,0.9,7.3," $83,170 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Fish and game wardens,33-3031,Line item,7.2,7.3,0.1,1.2,—,0.5," $57,500 ",Bachelor's degree,None,Moderate-term on-the-job training
Parking enforcement workers,33-3041,Line item,8.1,5.2,-2.9,-36.2,—,0.2," $40,920 ",High school diploma or equivalent,None,Short-term on-the-job training
Police officers,33-3050,Summary,692.9,732.1,39.2,5.7,—,51.3," $63,240 ",—,—,—
Police and sheriff's patrol officers,33-3051,Line item,688.4,727.4,39.1,5.7,—,51," $63,150 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Transit and railroad police,33-3052,Line item,4.5,4.7,0.2,4.0,—,0.3," $71,820 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Other protective service workers,33-9000,Summary,"1,648.2","1,708.5",60.3,3.7,0.7,244.4," $29,770 ",—,—,—
Animal control workers,33-9011,Line item,13.9,14.8,0.9,6.5,—,1.4," $37,590 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Private detectives and investigators,33-9021,Line item,36.2,39.2,3.0,8.3,3.0,3.3," $50,510 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Security guards and gambling surveillance officers,33-9030,Summary,"1,164.6","1,197.9",33.3,2.9,0.8,144," $29,710 ",—,—,—
Gambling surveillance officers and gambling investigators,33-9031,Line item,10.5,11.1,0.6,5.6,—,1.4," $34,190 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Security guards,33-9032,Line item,"1,154.1","1,186.8",32.8,2.8,0.8,142.7," $29,680 ",High school diploma or equivalent,None,Short-term on-the-job training
Miscellaneous protective service workers,33-9090,Summary,433.5,456.6,23.1,5.3,0.1,95.7," $28,660 ",—,—,—
Crossing guards and flaggers,33-9091,Line item,86.7,91.6,5.0,5.7,—,15.4," $29,760 ",No formal educational credential,None,Short-term on-the-job training
"Lifeguards, ski patrol, and other recreational protective service workers",33-9092,Line item,149.8,163.3,13.5,9.0,0.2,39.3," $23,420 ",No formal educational credential,None,Short-term on-the-job training
Transportation security screeners,33-9093,Line item,51.4,49.8,-1.6,-3.1,—,4.3," $41,770 ",High school diploma or equivalent,None,Short-term on-the-job training
"School bus monitors and protective service workers, all other",33-9098,Line item,145.6,151.8,6.2,4.3,0.1,36.7," $30,990 ",High school diploma or equivalent,None,Short-term on-the-job training
Food preparation and serving related occupations,35-0000,Summary,"13,761.3","14,769.7","1,008.4",7.3,0.5,2412.8," $24,220 ",—,—,—
Supervisors of food preparation and serving workers,35-1000,Summary,"1,188.0","1,258.3",70.4,5.9,2.4,171.1," $34,830 ",—,—,—
Chefs and head cooks,35-1011,Line item,148.7,158.1,9.5,6.4,10.1,18.5," $51,530 ",High school diploma or equivalent,5 years or more,None
First-line supervisors of food preparation and serving workers,35-1012,Line item,"1,039.3","1,100.2",60.9,5.9,1.4,152.6," $33,400 ",High school diploma or equivalent,Less than 5 years,None
Cooks and food preparation workers,35-2000,Summary,"3,458.5","3,705.6",247.2,7.1,0.7,514.4," $25,890 ",—,—,—
Cooks,35-2010,Summary,"2,571.7","2,828.4",256.6,10.0,0.6,374.9," $26,360 ",—,—,—
"Cooks, fast food",35-2011,Line item,534.0,462.3,-71.6,-13.4,—,57.3," $23,510 ",No formal educational credential,None,Short-term on-the-job training
"Cooks, institution and cafeteria",35-2012,Line item,420.2,428.7,8.5,2.0,—,55.8," $27,750 ",No formal educational credential,None,Short-term on-the-job training
"Cooks, private household",35-2013,Line item,23.8,22.3,-1.5,-6.3,61.9,2.8," $37,870 ",Postsecondary nondegree award,Less than 5 years,None
"Cooks, restaurant",35-2014,Line item,"1,417.3","1,744.6",327.3,23.1,—,237.2," $27,790 ",No formal educational credential,Less than 5 years,Moderate-term on-the-job training
"Cooks, short order",35-2015,Line item,154.7,147.9,-6.8,-4.4,—,18.9," $25,150 ",No formal educational credential,None,Short-term on-the-job training
"Cooks, all other",35-2019,Line item,21.8,22.5,0.8,3.5,—,2.9," $30,760 ",No formal educational credential,None,Moderate-term on-the-job training
Food preparation workers,35-2021,Line item,886.7,877.2,-9.5,-1.1,1.1,139.4," $24,800 ",No formal educational credential,None,Short-term on-the-job training
Food and beverage serving workers,35-3000,Summary,"7,600.8","8,217.1",616.3,8.1,0.1,1456.1," $22,930 ",—,—,—
Bartenders,35-3011,Line item,654.7,693.1,38.4,5.9,0.3,108.7," $23,680 ",No formal educational credential,None,Short-term on-the-job training
Fast food and counter workers,35-3023,Line item,"4,047.7","4,508.6",460.9,11.4,0.0,826.6," $22,740 ",No formal educational credential,None,Short-term on-the-job training
Waiters and waitresses,35-3031,Line item,"2,613.8","2,711.4",97.6,3.7,0.2,475.7," $22,890 ",No formal educational credential,None,Short-term on-the-job training
"Food servers, nonrestaurant",35-3041,Line item,284.6,303.9,19.3,6.8,0.4,45.1," $24,430 ",No formal educational credential,None,Short-term on-the-job training
Other food preparation and serving related workers,35-9000,Summary,"1,514.1","1,588.7",74.6,4.9,0.3,271.2," $23,650 ",—,—,—
Dining room and cafeteria attendants and bartender helpers,35-9011,Line item,488.0,519.9,31.9,6.5,0.3,83," $23,470 ",No formal educational credential,None,Short-term on-the-job training
Dishwashers,35-9021,Line item,522.3,524.7,2.4,0.5,0.2,77.6," $23,970 ",No formal educational credential,None,Short-term on-the-job training
"Hosts and hostesses, restaurant, lounge, and coffee shop",35-9031,Line item,429.7,464.9,35.2,8.2,0.4,98.1," $23,090 ",No formal educational credential,None,Short-term on-the-job training
"Food preparation and serving related workers, all other",35-9099,Line item,74.1,79.2,5.1,6.9,0.3,12.6," $24,970 ",No formal educational credential,None,Short-term on-the-job training
Building and grounds cleaning and maintenance occupations,37-0000,Summary,"5,664.0","5,943.4",279.5,4.9,11.4,721.9," $28,330 ",—,—,—
Supervisors of building and grounds cleaning and maintenance workers,37-1000,Summary,402.6,441.3,38.8,9.6,33.9,45.6," $44,490 ",—,—,—
First-line supervisors of housekeeping and janitorial workers,37-1011,Line item,231.9,251.2,19.4,8.4,30.3,26.8," $40,780 ",High school diploma or equivalent,Less than 5 years,None
"First-line supervisors of landscaping, lawn service, and groundskeeping workers",37-1012,Line item,170.7,190.1,19.4,11.4,38.9,18.9," $49,370 ",High school diploma or equivalent,Less than 5 years,None
Building cleaning and pest control workers,37-2000,Summary,"3,956.1","4,066.0",109.9,2.8,5.7,501.8," $26,570 ",—,—,—
Building cleaning workers,37-2010,Summary,"3,868.5","3,970.9",102.4,2.6,5.7,489.7," $26,370 ",—,—,—
"Janitors and cleaners, except maids and housekeeping cleaners",37-2011,Line item,"2,374.2","2,479.8",105.6,4.4,4.0,305.6," $27,430 ",No formal educational credential,None,Short-term on-the-job training
Maids and housekeeping cleaners,37-2012,Line item,"1,474.9","1,470.7",-4.1,-0.3,8.3,181.5," $24,850 ",No formal educational credential,None,Short-term on-the-job training
"Building cleaning workers, all other",37-2019,Line item,19.4,20.4,0.9,4.8,5.2,2.5," $31,230 ",No formal educational credential,None,Short-term on-the-job training
Pest control workers,37-2021,Line item,87.6,95.0,7.5,8.5,5.8,12.1," $37,330 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Grounds maintenance workers,37-3000,Summary,"1,305.3","1,436.1",130.8,10.0,21.6,174.5," $30,890 ",—,—,—
Landscaping and groundskeeping workers,37-3011,Line item,"1,188.0","1,307.9",119.9,10.1,21.7,158.9," $30,440 ",No formal educational credential,None,Short-term on-the-job training
"Pesticide handlers, sprayers, and applicators, vegetation",37-3012,Line item,38.1,41.2,3.2,8.3,18.4,5," $35,840 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Tree trimmers and pruners,37-3013,Line item,62.0,68.6,6.6,10.7,23.0,8.3," $39,980 ",High school diploma or equivalent,None,Short-term on-the-job training
"Grounds maintenance workers, all other",37-3019,Line item,17.4,18.5,1.1,6.5,14.4,2.2," $32,090 ",No formal educational credential,None,Short-term on-the-job training
Personal care and service occupations,39-0000,Summary,"4,724.1","5,088.4",364.3,7.7,20.8,717.4," $26,220 ",—,—,—
Supervisors of personal care and service workers,39-1000,Summary,371.1,415.7,44.5,12.0,30.9,41.5," $40,930 ",—,—,—
First-line supervisors of gambling services workers,39-1013,Line item,58.0,67.5,9.5,16.4,48.3,9.7," $50,710 ",High school diploma or equivalent,Less than 5 years,None
"First-line supervisors of personal service and entertainment and recreation workers, except gambling services",39-1098,Line item,313.1,348.1,35.0,11.2,27.7,31.8," $39,800 ",High school diploma or equivalent,Less than 5 years,None
Animal care and service workers,39-2000,Summary,350.9,426.4,75.5,21.5,27.7,62.4," $24,990 ",—,—,—
Animal trainers,39-2011,Line item,50.2,56.9,6.7,13.3,35.4,7.6," $30,430 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Animal caretakers,39-2021,Line item,300.7,369.5,68.8,22.9,26.4,54.9," $24,780 ",High school diploma or equivalent,None,Short-term on-the-job training
Entertainment attendants and related workers,39-3000,Summary,654.9,707.0,52.1,8.0,1.4,140.8," $23,260 ",—,—,—
Gambling services workers,39-3010,Summary,124.2,133.2,9.0,7.2,2.2,19.7," $21,730 ",—,—,—
Gambling dealers,39-3011,Line item,102.9,110.7,7.9,7.7,2.2,16.4," $21,260 ",High school diploma or equivalent,None,Short-term on-the-job training
Gambling and sports book writers and runners,39-3012,Line item,10.4,10.8,0.4,3.7,2.5,1.6," $24,750 ",High school diploma or equivalent,None,Short-term on-the-job training
"Gambling service workers, all other",39-3019,Line item,10.9,11.6,0.7,6.5,2.5,1.7," $28,300 ",High school diploma or equivalent,None,Short-term on-the-job training
Motion picture projectionists,39-3021,Line item,4.7,4.1,-0.5,-11.2,2.2,0.9," $25,150 ",No formal educational credential,None,Short-term on-the-job training
"Ushers, lobby attendants, and ticket takers",39-3031,Line item,139.0,143.7,4.7,3.3,0.1,31.9," $23,500 ",No formal educational credential,None,Short-term on-the-job training
Miscellaneous entertainment attendants and related workers,39-3090,Summary,387.0,426.1,39.0,10.1,1.6,88.3," $23,550 ",—,—,—
Amusement and recreation attendants,39-3091,Line item,357.7,394.7,37.0,10.3,1.6,81.8," $23,370 ",No formal educational credential,None,Short-term on-the-job training
Costume attendants,39-3092,Line item,7.7,8.1,0.4,4.7,1.8,1.7," $41,410 ",High school diploma or equivalent,None,Short-term on-the-job training
"Locker room, coatroom, and dressing room attendants",39-3093,Line item,16.8,18.1,1.4,8.1,1.7,3.8," $25,110 ",High school diploma or equivalent,None,Short-term on-the-job training
"Entertainment attendants and related workers, all other",39-3099,Line item,4.8,5.1,0.3,6.2,1.5,1.1," $26,460 ",High school diploma or equivalent,None,Short-term on-the-job training
Embalmers,39-4011,Line item,3.9,3.6,-0.3,-7.6,—,0.5," $47,760 ",Associate's degree,None,Long-term on-the-job training
Funeral attendants,39-4021,Line item,34.3,33.3,-1.0,-2.9,—,5," $27,930 ",High school diploma or equivalent,None,Short-term on-the-job training
"Morticians, undertakers, and funeral arrangers",39-4031,Line item,26.6,26.1,-0.5,-2.0,4.6,2.7," $54,150 ",Associate's degree,None,Long-term on-the-job training
Personal appearance workers,39-5000,Summary,978.0,"1,014.1",36.1,3.7,39.4,110.7," $26,430 ",—,—,—
"Barbers, hairdressers, hairstylists and cosmetologists",39-5010,Summary,722.6,713.3,-9.2,-1.3,43.6,77.8," $26,270 ",—,—,—
Barbers,39-5011,Line item,66.5,71.5,5.0,7.5,69.6,7.2," $30,150 ",Postsecondary nondegree award,None,None
"Hairdressers, hairstylists, and cosmetologists",39-5012,Line item,656.1,641.8,-14.2,-2.2,41.0,70.6," $26,090 ",Postsecondary nondegree award,None,None
Miscellaneous personal appearance workers,39-5090,Summary,255.4,300.8,45.4,17.8,27.5,32.9," $26,680 ",—,—,—
"Makeup artists, theatrical and performance",39-5091,Line item,4.7,5.2,0.5,11.0,27.8,0.6," $75,730 ",Postsecondary nondegree award,None,None
Manicurists and pedicurists,39-5092,Line item,155.3,185.2,29.9,19.2,27.5,20.4," $25,770 ",Postsecondary nondegree award,None,None
Shampooers,39-5093,Line item,16.8,18.8,1.9,11.4,27.5,2," $22,550 ",No formal educational credential,None,Short-term on-the-job training
Skincare specialists,39-5094,Line item,78.6,91.6,13.1,16.6,27.5,10," $34,090 ",Postsecondary nondegree award,None,None
"Baggage porters, bellhops, and concierges",39-6000,Summary,83.3,88.3,5.0,6.0,0.3,11.6," $28,550 ",—,—,—
Baggage porters and bellhops,39-6011,Line item,40.6,42.8,2.2,5.3,0.3,5.6," $25,580 ",High school diploma or equivalent,None,Short-term on-the-job training
Concierges,39-6012,Line item,42.6,45.5,2.9,6.7,0.3,6," $31,390 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Tour and travel guides,39-7000,Summary,57.3,60.5,3.1,5.4,7.1,9.6," $27,600 ",—,—,—
Tour and travel guides,39-7010,Line item,57.3,60.5,3.1,5.4,7.1,9.6," $27,600 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Childcare workers,39-9011,Line item,"1,146.4","1,165.9",19.5,1.7,22.7,160.2," $24,230 ",High school diploma or equivalent,None,Short-term on-the-job training
Recreation and fitness workers,39-9030,Summary,790.9,890.0,99.1,12.5,9.0,136.6," $30,490 ",—,—,—
Exercise trainers and group fitness instructors,39-9031,Line item,373.7,431.3,57.6,15.4,11.0,66.4," $40,390 ",High school diploma or equivalent,None,Short-term on-the-job training
Recreation workers,39-9032,Line item,417.1,458.7,41.5,10.0,7.2,70.2," $26,350 ",High school diploma or equivalent,None,Short-term on-the-job training
Residential advisors,39-9041,Line item,115.2,128.7,13.6,11.8,—,18.5," $29,450 ",High school diploma or equivalent,None,Short-term on-the-job training
"Crematory operators and personal care and service workers, all other",39-9098,Line item,111.3,128.8,17.5,15.7,36.3,17.1," $27,130 ",High school diploma or equivalent,None,Short-term on-the-job training
Sales and related occupations,41-0000,Summary,"15,525.3","15,222.0",-303.4,-2.0,7.4,1856.1," $29,630 ",—,—,—
Supervisors of sales workers,41-1000,Summary,"1,886.3","1,771.0",-115.3,-6.1,25.0,159.8," $44,250 ",—,—,—
First-line supervisors of retail sales workers,41-1011,Line item,"1,476.4","1,395.3",-81.2,-5.5,21.4,131," $40,350 ",High school diploma or equivalent,Less than 5 years,None
First-line supervisors of non-retail sales workers,41-1012,Line item,409.8,375.7,-34.1,-8.3,38.2,28.8," $74,760 ",High school diploma or equivalent,Less than 5 years,None
Retail sales workers,41-2000,Summary,"8,676.0","8,396.0",-280.0,-3.2,1.8,1205.6," $24,630 ",—,—,—
Cashiers,41-2010,Summary,"3,622.5","3,357.7",-264.8,-7.3,0.4,562.3," $23,660 ",—,—,—
Cashiers,41-2011,Line item,"3,600.9","3,335.5",-265.3,-7.4,0.4,558.6," $23,650 ",No formal educational credential,None,Short-term on-the-job training
Gambling change persons and booth cashiers,41-2012,Line item,21.7,22.2,0.5,2.5,—,3.8," $25,690 ",No formal educational credential,None,Short-term on-the-job training
Counter and rental clerks and parts salespersons,41-2020,Summary,682.1,691.9,9.9,1.4,0.7,75.2," $29,860 ",—,—,—
Counter and rental clerks,41-2021,Line item,420.4,424.9,4.5,1.1,0.5,46.1," $28,820 ",No formal educational credential,None,Short-term on-the-job training
Parts salespersons,41-2022,Line item,261.7,267.0,5.3,2.0,1.1,29.1," $31,710 ",No formal educational credential,None,Moderate-term on-the-job training
Retail salespersons,41-2031,Line item,"4,371.4","4,346.3",-25.1,-0.6,3.1,568.1," $25,250 ",No formal educational credential,None,Short-term on-the-job training
"Sales representatives, services",41-3000,Summary,"2,257.2","2,336.0",78.8,3.5,5.4,230.3," $55,370 ",—,—,—
Advertising sales agents,41-3011,Line item,139.2,130.2,-9.0,-6.5,6.7,14.4," $53,310 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Insurance sales agents,41-3021,Line item,501.3,528.8,27.5,5.5,12.4,45.9," $50,940 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Securities, commodities, and financial services sales agents",41-3031,Line item,464.2,481.6,17.4,3.7,4.3,40.5," $62,270 ",Bachelor's degree,None,Moderate-term on-the-job training
Travel agents,41-3041,Line item,82.0,60.8,-21.3,-25.9,17.0,5.7," $40,660 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Sales representatives of services, except advertising, insurance, financial services, and travel",41-3091,Line item,"1,070.5","1,134.7",64.2,6.0,1.5,123.8," $56,130 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Sales representatives, wholesale and manufacturing",41-4000,Summary,"1,720.7","1,747.0",26.2,1.5,2.7,158.2," $63,000 ",—,—,—
"Sales representatives, wholesale and manufacturing, technical and scientific products",41-4011,Line item,321.0,334.0,13.0,4.1,2.7,30.7," $81,020 ",Bachelor's degree,None,Moderate-term on-the-job training
"Sales representatives, wholesale and manufacturing, except technical and scientific products",41-4012,Line item,"1,399.7","1,412.9",13.2,0.9,2.7,127.5," $59,930 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Other sales and related workers,41-9000,Summary,985.2,972.1,-13.1,-1.3,36.6,102.2," $37,220 ",—,—,—
"Models, demonstrators, and product promoters",41-9010,Summary,90.8,93.6,2.7,3.0,11.3,15.7," $30,890 ",—,—,—
Demonstrators and product promoters,41-9011,Line item,88.1,90.9,2.7,3.1,11.4,15.3," $30,930 ",No formal educational credential,None,Short-term on-the-job training
Models,41-9012,Line item,2.7,2.7,0.0,0.5,8.4,0.5," $28,350 ",No formal educational credential,None,None
Real estate brokers and sales agents,41-9020,Summary,477.2,488.5,11.3,2.4,55.7,41.1," $50,730 ",—,—,—
Real estate brokers,41-9021,Line item,100.7,103.3,2.7,2.6,56.3,8.7," $59,720 ",High school diploma or equivalent,Less than 5 years,None
Real estate sales agents,41-9022,Line item,376.5,385.2,8.7,2.3,55.6,32.4," $48,930 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Sales engineers,41-9031,Line item,64.5,68.6,4.1,6.3,—,6.7," $103,900 ",Bachelor's degree,None,Moderate-term on-the-job training
Telemarketers,41-9041,Line item,136.9,117.5,-19.4,-14.2,0.5,15.5," $26,290 ",No formal educational credential,None,Short-term on-the-job training
Miscellaneous sales and related workers,41-9090,Summary,215.8,203.9,-11.9,-5.5,38.8,23.1," $31,480 ",—,—,—
"Door-to-door sales workers, news and street vendors, and related workers",41-9091,Line item,72.9,58.3,-14.6,-20.0,87.7,6.3," $27,420 ",No formal educational credential,None,Short-term on-the-job training
