,Area_Code,State,Occupation_Code,Occupation_Title,Total_Employment,Mean_Hourly_Income,Hourly_10th_Percentile,Hourly_25th_Percentile,Median_Hourly_Income,Hourly_75th_Percentile,Hourly_90th_Percentile,Mean_Annual_Income,Annual_10th_Percentile,Annual_25th_Percentile,Median_Annual_Income,Annual_75th_Percentile,Annual_90th_Percentile,Latitude,Longitude
4179,30,Montana,23-2093,"Title Examiners, Abstractors, and Searchers",390,24.53,15.75,18.08,22.81,29.29,36.97,"51,030","32,750","37,610","47,450","60,920","76,910",46.96526,-109.53369099999999
4180,30,Montana,23-2099,"Legal Support Workers, All Other",90,21.92,14.60,16.62,19.50,23.21,28.63,"45,590","30,360","34,560","40,560","48,270","59,550",46.96526,-109.53369099999999
4181,30,Montana,25-1011,"Business Teachers, Postsecondary",240,*,*,*,*,*,*,"86,230","19,720","55,270","77,030","124,130","157,890",46.96526,-109.53369099999999
4182,30,Montana,25-1021,"Computer Science Teachers, Postsecondary",80,*,*,*,*,*,*,"74,190","33,590","44,550","70,900","101,430","126,740",46.96526,-109.53369099999999
4183,30,Montana,25-1022,"Mathematical Science Teachers, Postsecondary",250,*,*,*,*,*,*,"66,440","34,640","47,140","60,900","80,260","100,390",46.96526,-109.53369099999999
4184,30,Montana,25-1032,"Engineering Teachers, Postsecondary",220,*,*,*,*,*,*,"92,820","54,770","72,250","91,680","115,030","136,280",46.96526,-109.53369099999999
4185,30,Montana,25-1041,"Agricultural Sciences Teachers, Postsecondary",90,*,*,*,*,*,*,"96,570","58,630","72,140","91,070","119,260","151,960",46.96526,-109.53369099999999
4186,30,Montana,25-1042,"Biological Science Teachers, Postsecondary",180,*,*,*,*,*,*,"75,980","33,240","50,790","70,410","98,970","124,480",46.96526,-109.53369099999999
4187,30,Montana,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",70,*,*,*,*,*,*,"66,430","30,070","47,380","64,710","88,020","100,850",46.96526,-109.53369099999999
4188,30,Montana,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",90,*,*,*,*,*,*,"90,320","37,510","64,470","88,970","117,620","147,540",46.96526,-109.53369099999999
4189,30,Montana,25-1052,"Chemistry Teachers, Postsecondary",110,*,*,*,*,*,*,"85,440","43,540","60,240","78,370","102,510","143,700",46.96526,-109.53369099999999
4190,30,Montana,25-1053,"Environmental Science Teachers, Postsecondary",80,*,*,*,*,*,*,"99,240","58,120","76,010","94,450","117,220","143,420",46.96526,-109.53369099999999
4191,30,Montana,25-1054,"Physics Teachers, Postsecondary",50,*,*,*,*,*,*,"91,480","53,250","70,530","92,480","113,120","131,940",46.96526,-109.53369099999999
4192,30,Montana,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",80,*,*,*,*,*,*,"88,990","37,500","52,150","75,500","103,010","163,680",46.96526,-109.53369099999999
4193,30,Montana,25-1065,"Political Science Teachers, Postsecondary",40,*,*,*,*,*,*,"66,540","18,730","36,190","69,690","93,890","112,640",46.96526,-109.53369099999999
4194,30,Montana,25-1066,"Psychology Teachers, Postsecondary",100,*,*,*,*,*,*,"57,840","18,980","37,620","58,950","78,660","95,370",46.96526,-109.53369099999999
4195,30,Montana,25-1067,"Sociology Teachers, Postsecondary",50,*,*,*,*,*,*,"64,880","18,940","38,350","64,380","88,120","101,040",46.96526,-109.53369099999999
4196,30,Montana,25-1071,"Health Specialties Teachers, Postsecondary",400,*,*,*,*,*,*,"71,840","32,520","40,810","67,720","91,490","116,710",46.96526,-109.53369099999999
4197,30,Montana,25-1072,"Nursing Instructors and Teachers, Postsecondary",240,*,*,*,*,*,*,"77,770","53,790","61,550","74,040","88,160","102,530",46.96526,-109.53369099999999
4198,30,Montana,25-1081,"Education Teachers, Postsecondary",280,*,*,*,*,*,*,"58,350","19,530","39,300","56,750","75,940","94,960",46.96526,-109.53369099999999
4199,30,Montana,25-1082,"Library Science Teachers, Postsecondary",30,*,*,*,*,*,*,"62,770","44,520","51,000","60,760","74,060","85,990",46.96526,-109.53369099999999
4200,30,Montana,25-1112,"Law Teachers, Postsecondary",30,*,*,*,*,*,*,"77,890","18,560","19,850","84,470","99,500","119,170",46.96526,-109.53369099999999
4201,30,Montana,25-1121,"Art, Drama, and Music Teachers, Postsecondary",220,*,*,*,*,*,*,"62,840","32,800","48,180","62,330","76,760","92,400",46.96526,-109.53369099999999
4202,30,Montana,25-1122,"Communications Teachers, Postsecondary",110,*,*,*,*,*,*,"64,050","19,750","41,310","65,610","81,340","103,100",46.96526,-109.53369099999999
4203,30,Montana,25-1123,"English Language and Literature Teachers, Postsecondary",260,*,*,*,*,*,*,"58,940","25,640","39,010","51,130","78,680","103,880",46.96526,-109.53369099999999
4204,30,Montana,25-1124,"Foreign Language and Literature Teachers, Postsecondary",70,*,*,*,*,*,*,"61,980","19,660","48,090","60,930","77,720","96,990",46.96526,-109.53369099999999
4205,30,Montana,25-1125,"History Teachers, Postsecondary",70,*,*,*,*,*,*,"85,320","41,670","59,790","78,680","103,430","141,950",46.96526,-109.53369099999999
4206,30,Montana,25-1126,"Philosophy and Religion Teachers, Postsecondary",40,*,*,*,*,*,*,"52,420","18,640","20,050","54,410","73,040","82,000",46.96526,-109.53369099999999
4207,30,Montana,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",40,*,*,*,*,*,*,"41,660","19,070","32,310","41,580","54,330","60,710",46.96526,-109.53369099999999
4208,30,Montana,25-1194,"Career/Technical Education Teachers, Postsecondary",470,21.40,9.18,13.26,19.37,28.53,36.58,"44,520","19,090","27,570","40,290","59,340","76,080",46.96526,-109.53369099999999
4209,30,Montana,25-1199,"Postsecondary Teachers, All Other",190,*,*,*,*,*,*,"61,130","24,590","44,540","56,550","71,810","87,950",46.96526,-109.53369099999999
4210,30,Montana,25-2011,"Preschool Teachers, Except Special Education",770,15.68,9.73,11.33,14.40,18.20,23.76,"32,620","20,240","23,560","29,960","37,850","49,420",46.96526,-109.53369099999999
4211,30,Montana,25-2012,"Kindergarten Teachers, Except Special Education",580,*,*,*,*,*,*,"51,900","32,430","41,280","50,410","62,660","74,630",46.96526,-109.53369099999999
4212,30,Montana,25-2021,"Elementary School Teachers, Except Special Education","4,920",*,*,*,*,*,*,"52,160","32,710","39,240","49,750","64,050","76,990",46.96526,-109.53369099999999
4213,30,Montana,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","2,070",*,*,*,*,*,*,"58,710","33,710","43,410","58,760","73,480","85,970",46.96526,-109.53369099999999
4214,30,Montana,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","3,670",*,*,*,*,*,*,"52,360","29,260","38,610","49,770","65,970","79,540",46.96526,-109.53369099999999
4215,30,Montana,25-2032,"Career/Technical Education Teachers, Secondary School",60,*,*,*,*,*,*,"55,490","33,170","39,090","55,620","70,650","82,290",46.96526,-109.53369099999999
4216,30,Montana,25-2051,"Special Education Teachers, Preschool",100,*,*,*,*,*,*,"68,960","46,980","58,240","68,790","76,400","81,720",46.96526,-109.53369099999999
4217,30,Montana,25-2052,"Special Education Teachers, Kindergarten and Elementary School",360,*,*,*,*,*,*,"51,520","34,330","41,480","49,270","61,610","73,540",46.96526,-109.53369099999999
4218,30,Montana,25-2057,"Special Education Teachers, Middle School",220,*,*,*,*,*,*,"55,220","34,960","42,120","54,900","67,930","78,020",46.96526,-109.53369099999999
4219,30,Montana,25-2058,"Special Education Teachers, Secondary School",300,*,*,*,*,*,*,"56,370","33,500","44,740","56,680","68,730","78,310",46.96526,-109.53369099999999
4220,30,Montana,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",200,22.43,15.72,17.37,21.13,26.94,31.55,"46,660","32,710","36,130","43,950","56,030","65,630",46.96526,-109.53369099999999
4221,30,Montana,25-3021,Self-Enrichment Teachers,420,18.26,10.86,13.48,16.99,22.02,28.58,"37,980","22,600","28,040","35,330","45,800","59,450",46.96526,-109.53369099999999
4222,30,Montana,25-3031,"Substitute Teachers, Short-Term","4,740",10.65,8.83,9.35,10.28,11.38,12.63,"22,160","18,370","19,440","21,390","23,680","26,260",46.96526,-109.53369099999999
4223,30,Montana,25-3097,"Tutors and Teachers and Instructors, All Other",690,*,*,*,*,*,*,"39,450","18,840","22,830","33,460","49,610","71,940",46.96526,-109.53369099999999
4224,30,Montana,25-4011,Archivists,40,19.01,13.07,15.08,17.17,20.71,30.40,"39,530","27,180","31,360","35,710","43,080","63,230",46.96526,-109.53369099999999
4225,30,Montana,25-4012,Curators,100,19.81,12.49,15.41,18.75,23.12,28.39,"41,210","25,980","32,040","38,990","48,090","59,050",46.96526,-109.53369099999999
4226,30,Montana,25-4022,Librarians and Media Collections Specialists,530,24.44,13.24,17.19,24.15,31.45,36.78,"50,830","27,530","35,760","50,230","65,410","76,490",46.96526,-109.53369099999999
4227,30,Montana,25-4031,Library Technicians,510,14.74,10.88,12.54,14.40,16.98,18.93,"30,660","22,640","26,080","29,940","35,320","39,370",46.96526,-109.53369099999999
4228,30,Montana,25-9021,Farm and Home Management Educators,120,25.37,17.72,21.16,25.64,29.13,33.40,"52,760","36,860","44,010","53,340","60,590","69,470",46.96526,-109.53369099999999
4229,30,Montana,25-9031,Instructional Coordinators,250,24.48,16.45,20.79,25.10,28.54,30.73,"50,920","34,210","43,250","52,210","59,350","63,920",46.96526,-109.53369099999999
4230,30,Montana,25-9044,"Teaching Assistants, Postsecondary",640,*,*,*,*,*,*,"19,460","17,930","18,320","18,960","19,600","19,980",46.96526,-109.53369099999999
4231,30,Montana,25-9045,"Teaching Assistants, Except Postsecondary","3,970",*,*,*,*,*,*,"26,810","19,880","22,200","26,130","30,170","35,800",46.96526,-109.53369099999999
4232,30,Montana,25-9099,"Educational Instruction and Library Workers, All Other",200,21.29,13.40,16.05,19.89,24.54,30.29,"44,290","27,870","33,390","41,360","51,040","63,000",46.96526,-109.53369099999999
4233,30,Montana,29-1011,Chiropractors,270,25.01,14.28,16.99,22.36,33.18,37.80,"52,020","29,690","35,340","46,500","69,020","78,630",46.96526,-109.53369099999999
4234,30,Montana,29-1021,"Dentists, General",380,72.20,34.80,39.83,72.52,92.51,#,"150,170","72,370","82,850","150,830","192,410",#,46.96526,-109.53369099999999
4235,30,Montana,29-1031,Dietitians and Nutritionists,190,25.02,15.29,18.82,24.78,30.16,36.31,"52,030","31,800","39,140","51,550","62,740","75,520",46.96526,-109.53369099999999
4236,30,Montana,29-1041,Optometrists,150,44.74,26.14,32.21,38.07,54.58,65.79,"93,060","54,360","67,000","79,180","113,520","136,840",46.96526,-109.53369099999999
4237,30,Montana,29-1051,Pharmacists,"1,420",55.42,41.05,51.69,57.58,63.63,73.77,"115,270","85,380","107,520","119,780","132,350","153,430",46.96526,-109.53369099999999
4238,30,Montana,29-1071,Physician Assistants,640,54.00,39.39,46.51,55.04,61.86,71.14,"112,330","81,920","96,740","114,480","128,670","147,970",46.96526,-109.53369099999999
4239,30,Montana,29-1081,Podiatrists,40,64.05,35.61,40.71,62.64,86.93,96.49,"133,230","74,070","84,680","130,280","180,810","200,710",46.96526,-109.53369099999999
4240,30,Montana,29-1122,Occupational Therapists,370,36.86,26.63,32.49,36.54,41.58,47.87,"76,670","55,390","67,580","76,010","86,490","99,570",46.96526,-109.53369099999999
4241,30,Montana,29-1123,Physical Therapists,"1,150",39.48,28.76,33.09,38.15,45.42,51.08,"82,130","59,810","68,820","79,350","94,480","106,240",46.96526,-109.53369099999999
4242,30,Montana,29-1124,Radiation Therapists,70,45.24,25.85,32.39,39.20,51.21,62.23,"94,100","53,770","67,380","81,540","106,520","129,440",46.96526,-109.53369099999999
4243,30,Montana,29-1126,Respiratory Therapists,390,28.21,21.22,24.56,28.09,31.75,36.68,"58,670","44,130","51,090","58,420","66,040","76,280",46.96526,-109.53369099999999
4244,30,Montana,29-1127,Speech-Language Pathologists,380,34.86,21.54,26.40,34.27,39.76,52.86,"72,500","44,800","54,900","71,270","82,700","109,950",46.96526,-109.53369099999999
4245,30,Montana,29-1131,Veterinarians,420,38.39,19.02,29.08,38.35,46.69,56.57,"79,850","39,570","60,490","79,760","97,120","117,650",46.96526,-109.53369099999999
4246,30,Montana,29-1141,Registered Nurses,"10,310",33.34,25.52,28.13,32.65,37.92,43.96,"69,340","53,070","58,500","67,920","78,870","91,430",46.96526,-109.53369099999999
4247,30,Montana,29-1151,Nurse Anesthetists,60,115.09,84.14,90.93,#,#,#,"239,380","175,010","189,130",#,#,#,46.96526,-109.53369099999999
4248,30,Montana,29-1171,Nurse Practitioners,620,52.46,40.42,45.08,52.55,59.85,65.04,"109,120","84,070","93,770","109,310","124,490","135,270",46.96526,-109.53369099999999
4249,30,Montana,29-1181,Audiologists,60,35.50,20.64,23.24,32.34,39.91,67.02,"73,840","42,940","48,330","67,270","83,020","139,390",46.96526,-109.53369099999999
4250,30,Montana,29-1211,Anesthesiologists,130,#,#,#,#,#,#,#,#,#,#,#,#,46.96526,-109.53369099999999
4251,30,Montana,29-1215,Family Medicine Physicians,440,105.76,42.05,81.29,#,#,#,"219,990","87,460","169,090",#,#,#,46.96526,-109.53369099999999
4252,30,Montana,29-1216,General Internal Medicine Physicians,80,97.16,29.68,75.68,94.30,#,#,"202,100","61,730","157,410","196,150",#,#,46.96526,-109.53369099999999
4253,30,Montana,29-1218,Obstetricians and Gynecologists,70,123.17,71.27,95.41,#,#,#,"256,200","148,240","198,460",#,#,#,46.96526,-109.53369099999999
4254,30,Montana,29-1221,"Pediatricians, General",80,117.83,67.85,87.59,#,#,#,"245,090","141,130","182,190",#,#,#,46.96526,-109.53369099999999
4255,30,Montana,29-1223,Psychiatrists,**,76.28,26.45,28.73,67.23,#,#,"158,650","55,010","59,760","139,830",#,#,46.96526,-109.53369099999999
4256,30,Montana,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric","1,170",119.10,52.14,88.74,#,#,#,"247,720","108,460","184,580",#,#,#,46.96526,-109.53369099999999
4257,30,Montana,29-1248,"Surgeons, Except Ophthalmologists",130,105.44,25.76,29.79,#,#,#,"219,320","53,590","61,960",#,#,#,46.96526,-109.53369099999999
4258,30,Montana,29-1292,Dental Hygienists,780,36.35,29.19,32.95,36.41,40.14,46.08,"75,610","60,720","68,530","75,730","83,490","95,840",46.96526,-109.53369099999999
4259,30,Montana,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",160,38.98,13.88,27.17,42.38,52.86,60.19,"81,070","28,870","56,510","88,140","109,940","125,200",46.96526,-109.53369099999999
4260,30,Montana,29-2010,Clinical Laboratory Technologists and Technicians,970,26.96,13.88,19.57,27.64,33.62,38.95,"56,080","28,860","40,700","57,490","69,920","81,010",46.96526,-109.53369099999999
4261,30,Montana,29-2031,Cardiovascular Technologists and Technicians,160,30.83,15.03,20.52,33.08,39.19,45.87,"64,130","31,260","42,680","68,810","81,510","95,400",46.96526,-109.53369099999999
4262,30,Montana,29-2032,Diagnostic Medical Sonographers,180,37.27,27.91,32.72,37.19,43.08,47.83,"77,520","58,060","68,060","77,360","89,610","99,480",46.96526,-109.53369099999999
4263,30,Montana,29-2033,Nuclear Medicine Technologists,40,38.02,29.75,33.42,37.66,43.15,48.00,"79,080","61,880","69,520","78,330","89,750","99,850",46.96526,-109.53369099999999
4264,30,Montana,29-2034,Radiologic Technologists and Technicians,840,26.91,18.51,22.37,27.03,31.39,36.56,"55,980","38,500","46,530","56,210","65,280","76,040",46.96526,-109.53369099999999
4265,30,Montana,29-2035,Magnetic Resonance Imaging Technologists,150,35.55,25.89,30.12,35.19,40.02,47.99,"73,940","53,850","62,640","73,200","83,230","99,820",46.96526,-109.53369099999999
4266,30,Montana,29-2040,Emergency Medical Technicians and Paramedics,650,15.41,10.38,11.55,14.10,18.13,23.19,"32,050","21,590","24,030","29,340","37,710","48,240",46.96526,-109.53369099999999
4267,30,Montana,29-2052,Pharmacy Technicians,"1,180",17.50,13.59,15.52,17.28,19.06,22.42,"36,390","28,260","32,280","35,940","39,640","46,640",46.96526,-109.53369099999999
4268,30,Montana,29-2053,Psychiatric Technicians,300,13.62,10.96,12.70,13.76,14.81,15.50,"28,330","22,790","26,410","28,610","30,810","32,240",46.96526,-109.53369099999999
4269,30,Montana,29-2055,Surgical Technologists,470,24.64,15.73,20.25,23.79,28.43,32.11,"51,260","32,710","42,120","49,480","59,140","66,780",46.96526,-109.53369099999999
4270,30,Montana,29-2056,Veterinary Technologists and Technicians,470,16.09,12.29,13.47,15.37,17.83,20.51,"33,460","25,570","28,010","31,960","37,090","42,670",46.96526,-109.53369099999999
4271,30,Montana,29-2057,Ophthalmic Medical Technicians,250,17.41,12.03,13.65,16.60,19.50,25.20,"36,210","25,020","28,400","34,530","40,560","52,410",46.96526,-109.53369099999999
4272,30,Montana,29-2061,Licensed Practical and Licensed Vocational Nurses,"2,200",21.50,15.89,19.22,21.79,24.19,27.39,"44,730","33,060","39,980","45,330","50,320","56,980",46.96526,-109.53369099999999
4273,30,Montana,29-2081,"Opticians, Dispensing",390,17.46,12.38,14.15,16.73,19.23,24.76,"36,320","25,740","29,440","34,800","40,000","51,510",46.96526,-109.53369099999999
4274,30,Montana,29-2091,Orthotists and Prosthetists,**,28.64,19.86,21.88,28.25,35.27,39.12,"59,570","41,300","45,510","58,760","73,360","81,370",46.96526,-109.53369099999999
4275,30,Montana,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","1,300",20.15,12.90,15.01,18.66,24.20,30.08,"41,900","26,820","31,220","38,800","50,330","62,580",46.96526,-109.53369099999999
4276,30,Montana,29-9091,Athletic Trainers,90,*,*,*,*,*,*,"44,910","27,420","35,270","45,890","55,290","61,450",46.96526,-109.53369099999999
4277,30,Montana,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",100,22.62,12.97,14.89,18.54,28.21,36.46,"47,060","26,980","30,970","38,550","58,690","75,830",46.96526,-109.53369099999999
4278,30,Montana,31-1120,Home Health and Personal Care Aides,"6,710",12.45,10.15,10.90,12.12,13.75,15.04,"25,890","21,110","22,660","25,210","28,600","31,280",46.96526,-109.53369099999999
4279,30,Montana,31-1131,Nursing Assistants,"5,720",14.63,11.44,12.93,14.44,16.43,18.60,"30,440","23,800","26,890","30,020","34,180","38,690",46.96526,-109.53369099999999
4280,30,Montana,31-1133,Psychiatric Aides,680,14.49,12.23,13.09,14.25,15.57,18.03,"30,140","25,430","27,220","29,640","32,380","37,500",46.96526,-109.53369099999999
4281,30,Montana,31-2021,Physical Therapist Assistants,280,25.90,17.72,21.14,24.63,29.93,35.48,"53,870","36,850","43,970","51,220","62,260","73,790",46.96526,-109.53369099999999
4282,30,Montana,31-2022,Physical Therapist Aides,150,13.89,10.56,11.63,13.46,15.43,18.44,"28,900","21,960","24,180","28,000","32,080","38,350",46.96526,-109.53369099999999
4283,30,Montana,31-9011,Massage Therapists,270,20.42,9.09,12.98,19.06,27.48,32.12,"42,470","18,910","27,000","39,640","57,150","66,820",46.96526,-109.53369099999999
4284,30,Montana,31-9091,Dental Assistants,"1,360",17.89,13.21,15.48,17.63,20.37,23.73,"37,210","27,470","32,200","36,660","42,370","49,360",46.96526,-109.53369099999999
4285,30,Montana,31-9092,Medical Assistants,"1,240",17.50,13.26,15.07,17.36,19.58,22.88,"36,390","27,590","31,360","36,110","40,730","47,580",46.96526,-109.53369099999999
4286,30,Montana,31-9093,Medical Equipment Preparers,290,16.07,11.80,13.27,15.13,18.27,22.09,"33,430","24,550","27,610","31,460","38,010","45,940",46.96526,-109.53369099999999
4287,30,Montana,31-9094,Medical Transcriptionists,160,17.15,11.07,13.93,17.19,19.51,24.00,"35,680","23,020","28,970","35,760","40,580","49,920",46.96526,-109.53369099999999
4288,30,Montana,31-9095,Pharmacy Aides,120,14.25,10.30,11.75,13.73,16.31,19.44,"29,650","21,420","24,430","28,570","33,930","40,430",46.96526,-109.53369099999999
4289,30,Montana,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,470,12.59,9.29,10.79,12.65,14.28,15.60,"26,180","19,320","22,450","26,310","29,690","32,440",46.96526,-109.53369099999999
4290,30,Montana,31-9097,Phlebotomists,500,15.25,11.33,12.88,14.39,16.79,20.78,"31,710","23,560","26,800","29,920","34,930","43,220",46.96526,-109.53369099999999
4291,30,Montana,31-9099,"Healthcare Support Workers, All Other",210,17.88,12.42,14.98,17.66,20.84,23.85,"37,190","25,830","31,150","36,740","43,340","49,610",46.96526,-109.53369099999999
4292,30,Montana,41-1011,First-Line Supervisors of Retail Sales Workers,"4,980",21.12,12.78,14.85,18.73,25.00,31.94,"43,940","26,570","30,890","38,970","51,990","66,430",46.96526,-109.53369099999999
4293,30,Montana,41-1012,First-Line Supervisors of Non-Retail Sales Workers,840,41.20,18.05,24.61,33.05,42.03,73.93,"85,700","37,550","51,200","68,750","87,410","153,780",46.96526,-109.53369099999999
4294,30,Montana,41-2011,Cashiers,"14,050",11.42,9.09,9.78,10.99,12.32,14.45,"23,760","18,900","20,330","22,860","25,620","30,060",46.96526,-109.53369099999999
4295,30,Montana,41-2012,Gambling Change Persons and Booth Cashiers,**,14.35,10.19,11.63,15.26,17.06,18.21,"29,850","21,200","24,190","31,740","35,490","37,880",46.96526,-109.53369099999999
4296,30,Montana,41-2021,Counter and Rental Clerks,"1,120",16.93,9.25,11.53,15.23,20.65,26.36,"35,220","19,240","23,970","31,690","42,940","54,820",46.96526,-109.53369099999999
4297,30,Montana,41-2022,Parts Salespersons,"1,390",16.99,10.61,12.61,16.11,19.89,25.24,"35,350","22,080","26,230","33,520","41,370","52,510",46.96526,-109.53369099999999
4298,30,Montana,41-2031,Retail Salespersons,"14,520",15.02,9.46,10.62,12.59,16.09,22.48,"31,240","19,670","22,090","26,180","33,460","46,760",46.96526,-109.53369099999999
4299,30,Montana,41-3011,Advertising Sales Agents,460,22.60,10.42,12.40,18.73,28.83,39.99,"47,000","21,660","25,800","38,960","59,960","83,180",46.96526,-109.53369099999999
4300,30,Montana,41-3021,Insurance Sales Agents,"1,540",31.81,12.98,16.09,21.64,34.62,60.38,"66,160","27,000","33,460","45,010","72,020","125,590",46.96526,-109.53369099999999
4301,30,Montana,41-3031,"Securities, Commodities, and Financial Services Sales Agents",530,46.72,16.45,18.82,28.12,57.82,#,"97,170","34,220","39,140","58,490","120,260",#,46.96526,-109.53369099999999
4302,30,Montana,41-3041,Travel Agents,220,20.84,10.43,15.64,19.40,24.44,33.72,"43,350","21,690","32,520","40,340","50,840","70,140",46.96526,-109.53369099999999
4303,30,Montana,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","1,880",24.68,11.92,16.09,21.52,29.85,40.19,"51,340","24,790","33,460","44,770","62,090","83,600",46.96526,-109.53369099999999
4304,30,Montana,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",360,49.64,16.55,30.70,37.81,61.67,98.00,"103,240","34,430","63,860","78,640","128,270","203,830",46.96526,-109.53369099999999
4305,30,Montana,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","4,240",27.65,13.40,17.82,24.66,33.68,45.83,"57,510","27,870","37,070","51,300","70,050","95,330",46.96526,-109.53369099999999
4306,30,Montana,41-9021,Real Estate Brokers,150,*,*,*,*,*,*,*,*,*,*,*,*,46.96526,-109.53369099999999
4307,30,Montana,41-9022,Real Estate Sales Agents,440,34.10,11.73,15.94,23.56,38.70,88.42,"70,930","24,400","33,150","49,000","80,490","183,910",46.96526,-109.53369099999999
4308,30,Montana,41-9041,Telemarketers,**,10.69,8.72,8.92,9.26,9.72,14.87,"22,240","18,140","18,560","19,260","20,230","30,930",46.96526,-109.53369099999999
4309,30,Montana,41-9099,"Sales and Related Workers, All Other",200,14.52,9.81,11.29,13.57,16.70,20.77,"30,200","20,400","23,470","28,220","34,740","43,200",46.96526,-109.53369099999999
4310,31,Nebraska,15-1211,Computer Systems Analysts,"3,840",38.42,24.45,30.28,37.98,46.28,52.42,"79,900","50,860","62,990","79,010","96,270","109,040",41.5,-100.0
4311,31,Nebraska,15-1212,Information Security Analysts,570,43.82,27.33,34.86,44.03,52.65,61.21,"91,150","56,850","72,510","91,590","109,500","127,310",41.5,-100.0
4312,31,Nebraska,15-1221,Computer and Information Research Scientists,70,39.21,24.60,28.45,35.93,47.03,55.17,"81,570","51,180","59,180","74,730","97,830","114,750",41.5,-100.0
4313,31,Nebraska,15-1231,Computer Network Support Specialists,"1,990",28.25,18.26,21.92,27.02,33.40,39.69,"58,760","37,980","45,600","56,200","69,460","82,550",41.5,-100.0
4314,31,Nebraska,15-1232,Computer User Support Specialists,"3,430",24.99,16.00,19.56,23.56,29.53,36.45,"51,970","33,290","40,680","49,000","61,410","75,820",41.5,-100.0
4315,31,Nebraska,15-1241,Computer Network Architects,"1,160",48.93,27.84,38.99,49.60,59.91,69.52,"101,770","57,910","81,110","103,160","124,610","144,590",41.5,-100.0
4316,31,Nebraska,15-1244,Network and Computer Systems Administrators,"2,730",38.75,23.58,29.12,37.21,47.15,56.97,"80,600","49,050","60,580","77,390","98,060","118,490",41.5,-100.0
4317,31,Nebraska,15-1245,Database Administrators and Architects,"1,020",42.17,24.05,31.47,42.81,52.58,61.14,"87,710","50,010","65,450","89,040","109,360","127,180",41.5,-100.0
4318,31,Nebraska,15-1251,Computer Programmers,"1,960",37.45,21.33,27.48,37.36,47.25,56.18,"77,890","44,360","57,160","77,720","98,280","116,840",41.5,-100.0
4319,31,Nebraska,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,"7,740",43.66,28.14,34.62,43.28,52.65,61.18,"90,820","58,520","72,010","90,030","109,510","127,260",41.5,-100.0
4320,31,Nebraska,15-1257,Web Developers and Digital Interface Designers,920,29.80,17.02,22.25,27.82,37.38,46.75,"61,980","35,400","46,280","57,860","77,750","97,240",41.5,-100.0
4321,31,Nebraska,15-1299,"Computer Occupations, All Other","3,730",39.18,20.08,28.69,39.09,48.68,59.49,"81,480","41,770","59,680","81,310","101,260","123,730",41.5,-100.0
4322,31,Nebraska,15-2011,Actuaries,450,52.10,30.34,35.39,44.40,63.44,88.02,"108,370","63,110","73,600","92,350","131,960","183,080",41.5,-100.0
4323,31,Nebraska,15-2031,Operations Research Analysts,650,28.59,14.45,17.19,23.55,36.62,51.73,"59,470","30,060","35,760","48,980","76,170","107,600",41.5,-100.0
4324,31,Nebraska,15-2041,Statisticians,260,32.40,18.92,23.23,31.29,39.94,48.37,"67,380","39,360","48,310","65,080","83,080","100,600",41.5,-100.0
4325,31,Nebraska,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",220,26.08,17.00,19.45,22.17,30.69,43.80,"54,240","35,350","40,460","46,100","63,840","91,110",41.5,-100.0
4326,31,Nebraska,23-1011,Lawyers,"2,930",54.26,27.51,34.66,47.54,68.03,89.03,"112,860","57,220","72,090","98,890","141,500","185,180",41.5,-100.0
4327,31,Nebraska,23-1012,Judicial Law Clerks,80,*,*,*,*,*,*,*,*,*,*,*,*,41.5,-100.0
4328,31,Nebraska,23-1022,"Arbitrators, Mediators, and Conciliators",**,24.30,15.13,17.49,21.86,28.23,42.62,"50,550","31,470","36,390","45,470","58,720","88,660",41.5,-100.0
4329,31,Nebraska,23-2011,Paralegals and Legal Assistants,"1,830",25.48,15.85,19.48,25.13,30.42,36.44,"53,010","32,960","40,520","52,280","63,280","75,790",41.5,-100.0
4330,31,Nebraska,23-2093,"Title Examiners, Abstractors, and Searchers",320,19.32,13.56,15.95,18.28,22.64,27.36,"40,180","28,200","33,170","38,020","47,090","56,910",41.5,-100.0
4331,31,Nebraska,23-2099,"Legal Support Workers, All Other",70,24.67,13.88,19.68,23.20,28.63,34.12,"51,320","28,870","40,940","48,260","59,560","70,970",41.5,-100.0
