,Area_Code,State,Occupation_Code,Occupation_Title,Total_Employment,Mean_Hourly_Income,Hourly_10th_Percentile,Hourly_25th_Percentile,Median_Hourly_Income,Hourly_75th_Percentile,Hourly_90th_Percentile,Mean_Annual_Income,Annual_10th_Percentile,Annual_25th_Percentile,Median_Annual_Income,Annual_75th_Percentile,Annual_90th_Percentile
20816,34,New Jersey,15-1299,"Computer Occupations, All Other","10,630",43.45,16.68,25.58,41.72,59.18,74.19,"90,370","34,700","53,200","86,770","123,100","154,310"
20817,34,New Jersey,15-2011,Actuaries,850,57.92,33.17,40.95,52.93,68.04,89.87,"120,480","69,000","85,170","110,100","141,530","186,940"
20818,34,New Jersey,15-2021,Mathematicians,290,58.19,32.62,40.41,55.54,72.29,82.33,"121,040","67,840","84,040","115,530","150,360","171,240"
20819,34,New Jersey,15-2031,Operations Research Analysts,"3,010",53.04,29.16,37.33,50.23,66.96,80.90,"110,320","60,660","77,650","104,480","139,280","168,270"
20820,34,New Jersey,15-2041,Statisticians,"1,250",53.57,28.20,39.10,53.29,66.99,78.99,"111,410","58,670","81,330","110,840","139,340","164,300"
20821,34,New Jersey,15-2098,"Data Scientists and Mathematical Science Occupations, All Other","1,050",55.52,30.90,41.19,53.54,66.52,83.83,"115,480","64,280","85,670","111,360","138,350","174,370"
20914,34,New Jersey,23-1011,Lawyers,"21,690",70.76,33.29,42.28,61.66,85.56,#,"147,170","69,240","87,950","128,250","177,960",#
20915,34,New Jersey,23-1012,Judicial Law Clerks,550,23.82,19.71,20.92,22.94,26.13,29.42,"49,540","41,000","43,520","47,710","54,340","61,200"
20916,34,New Jersey,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",300,54.57,37.54,42.12,50.71,68.13,80.30,"113,510","78,080","87,600","105,490","141,700","167,020"
20917,34,New Jersey,23-1022,"Arbitrators, Mediators, and Conciliators",130,50.18,24.97,38.41,47.07,57.56,73.81,"104,370","51,940","79,880","97,920","119,720","153,520"
20918,34,New Jersey,23-1023,"Judges, Magistrate Judges, and Magistrates","1,070",64.54,18.43,35.51,80.75,91.17,97.41,"134,250","38,340","73,860","167,960","189,640","202,600"
20919,34,New Jersey,23-2011,Paralegals and Legal Assistants,"7,960",28.99,17.30,21.03,27.42,34.81,42.29,"60,300","35,980","43,750","57,040","72,410","87,960"
20920,34,New Jersey,23-2093,"Title Examiners, Abstractors, and Searchers","1,150",29.26,15.82,19.62,26.37,41.15,46.90,"60,870","32,900","40,800","54,850","85,590","97,560"
20921,34,New Jersey,23-2099,"Legal Support Workers, All Other",810,31.27,19.30,21.40,26.07,39.84,53.31,"65,040","40,140","44,500","54,220","82,880","110,890"
20923,34,New Jersey,25-1011,"Business Teachers, Postsecondary","2,540",*,*,*,*,*,*,"118,340","43,440","68,140","100,000","152,130",#
20924,34,New Jersey,25-1021,"Computer Science Teachers, Postsecondary","1,020",*,*,*,*,*,*,"108,110","48,030","69,840","97,430","132,800","193,050"
20925,34,New Jersey,25-1022,"Mathematical Science Teachers, Postsecondary","1,480",*,*,*,*,*,*,*,*,*,*,*,*
20926,34,New Jersey,25-1031,"Architecture Teachers, Postsecondary",180,*,*,*,*,*,*,*,*,*,*,*,*
20927,34,New Jersey,25-1032,"Engineering Teachers, Postsecondary",660,*,*,*,*,*,*,"102,210","54,510","71,950","94,650","123,240","162,310"
20928,34,New Jersey,25-1041,"Agricultural Sciences Teachers, Postsecondary",60,*,*,*,*,*,*,*,*,*,*,*,*
20929,34,New Jersey,25-1042,"Biological Science Teachers, Postsecondary","1,580",*,*,*,*,*,*,*,*,*,*,*,*
20930,34,New Jersey,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",80,*,*,*,*,*,*,"94,700","49,070","69,150","90,430","115,750","149,250"
20931,34,New Jersey,25-1052,"Chemistry Teachers, Postsecondary",840,*,*,*,*,*,*,"92,670","46,040","60,710","83,410","111,590","155,410"
20932,34,New Jersey,25-1053,"Environmental Science Teachers, Postsecondary",170,*,*,*,*,*,*,"103,100","56,080","69,740","92,720","120,640","158,620"
20933,34,New Jersey,25-1054,"Physics Teachers, Postsecondary",420,*,*,*,*,*,*,"107,330","49,800","65,040","92,240","136,900","195,680"
20934,34,New Jersey,25-1061,"Anthropology and Archeology Teachers, Postsecondary",170,*,*,*,*,*,*,"108,600","49,750","68,590","92,580","139,150","196,020"
20935,34,New Jersey,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",300,*,*,*,*,*,*,*,*,*,*,*,*
20936,34,New Jersey,25-1063,"Economics Teachers, Postsecondary",370,*,*,*,*,*,*,"123,780","47,700","75,530","109,030","164,570",#
20937,34,New Jersey,25-1064,"Geography Teachers, Postsecondary",50,*,*,*,*,*,*,*,*,*,*,*,*
20938,34,New Jersey,25-1065,"Political Science Teachers, Postsecondary",540,*,*,*,*,*,*,"93,820","43,680","59,800","80,840","113,330","164,960"
20939,34,New Jersey,25-1066,"Psychology Teachers, Postsecondary","1,200",*,*,*,*,*,*,"96,380","42,880","59,290","83,590","119,920","180,270"
20940,34,New Jersey,25-1067,"Sociology Teachers, Postsecondary",630,*,*,*,*,*,*,"95,170","43,140","59,040","83,550","121,110","177,140"
20941,34,New Jersey,25-1069,"Social Sciences Teachers, Postsecondary, All Other",230,*,*,*,*,*,*,"97,790","39,970","65,610","79,820","122,460","182,000"
20942,34,New Jersey,25-1071,"Health Specialties Teachers, Postsecondary","4,480",*,*,*,*,*,*,"116,270","42,920","55,480","97,090","153,440",#
20943,34,New Jersey,25-1072,"Nursing Instructors and Teachers, Postsecondary","2,090",*,*,*,*,*,*,"87,120","43,320","66,580","87,450","109,870","128,000"
20944,34,New Jersey,25-1081,"Education Teachers, Postsecondary","1,650",*,*,*,*,*,*,"86,060","35,080","51,550","75,400","105,230","163,170"
20945,34,New Jersey,25-1082,"Library Science Teachers, Postsecondary",120,*,*,*,*,*,*,"81,710","48,040","58,320","74,230","95,290","125,290"
20946,34,New Jersey,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",400,*,*,*,*,*,*,"81,240","40,860","50,760","72,280","105,160","133,850"
20947,34,New Jersey,25-1112,"Law Teachers, Postsecondary",**,*,*,*,*,*,*,"144,790","19,900","83,480","142,920","196,360",#
20948,34,New Jersey,25-1113,"Social Work Teachers, Postsecondary",410,*,*,*,*,*,*,"77,420","41,110","55,110","71,420","93,540","123,020"
20949,34,New Jersey,25-1121,"Art, Drama, and Music Teachers, Postsecondary","2,780",*,*,*,*,*,*,"87,390","35,580","49,100","71,790","110,190","179,110"
20950,34,New Jersey,25-1122,"Communications Teachers, Postsecondary",970,*,*,*,*,*,*,"92,290","43,290","57,240","80,370","118,380","170,280"
20951,34,New Jersey,25-1123,"English Language and Literature Teachers, Postsecondary","2,610",*,*,*,*,*,*,"88,460","39,470","50,750","75,030","110,930","170,920"
20952,34,New Jersey,25-1124,"Foreign Language and Literature Teachers, Postsecondary",610,*,*,*,*,*,*,"88,910","41,890","50,990","77,800","111,530","174,550"
20953,34,New Jersey,25-1125,"History Teachers, Postsecondary",710,*,*,*,*,*,*,"92,220","38,690","55,460","79,760","112,410","164,010"
20954,34,New Jersey,25-1126,"Philosophy and Religion Teachers, Postsecondary",470,*,*,*,*,*,*,"84,010","40,260","52,970","73,680","100,370","137,490"
20955,34,New Jersey,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",170,*,*,*,*,*,*,"72,870","37,130","48,510","66,750","94,590","123,320"
20956,34,New Jersey,25-1194,"Career/Technical Education Teachers, Postsecondary","2,510",28.44,19.14,22.80,27.40,32.07,38.84,"59,150","39,800","47,430","56,990","66,710","80,790"
20957,34,New Jersey,25-1199,"Postsecondary Teachers, All Other","2,560",*,*,*,*,*,*,"77,720","33,470","45,110","64,140","105,880","147,010"
20958,34,New Jersey,25-2011,"Preschool Teachers, Except Special Education","16,420",20.85,10.59,12.72,17.36,27.93,36.30,"43,360","22,030","26,450","36,100","58,100","75,500"
20959,34,New Jersey,25-2012,"Kindergarten Teachers, Except Special Education","5,290",*,*,*,*,*,*,"68,800","48,610","55,940","65,620","81,810","96,800"
20960,34,New Jersey,25-2021,"Elementary School Teachers, Except Special Education","40,640",*,*,*,*,*,*,"71,880","52,600","58,390","69,340","85,110","99,020"
20961,34,New Jersey,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","26,590",*,*,*,*,*,*,"73,380","53,620","59,680","71,650","87,150","99,320"
20962,34,New Jersey,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","30,230",*,*,*,*,*,*,"78,090","54,520","62,490","76,910","93,880","105,550"
20963,34,New Jersey,25-2032,"Career/Technical Education Teachers, Secondary School","2,150",*,*,*,*,*,*,"73,250","55,320","60,090","69,160","84,120","99,770"
20964,34,New Jersey,25-2051,"Special Education Teachers, Preschool",610,*,*,*,*,*,*,"68,110","50,870","57,220","67,120","79,110","94,660"
20965,34,New Jersey,25-2052,"Special Education Teachers, Kindergarten and Elementary School","11,810",*,*,*,*,*,*,"71,410","52,890","57,850","67,060","83,950","99,170"
20966,34,New Jersey,25-2057,"Special Education Teachers, Middle School","7,010",*,*,*,*,*,*,"73,160","54,240","59,820","70,960","85,820","98,400"
20967,34,New Jersey,25-2058,"Special Education Teachers, Secondary School","6,100",*,*,*,*,*,*,"77,690","54,930","62,330","75,760","92,820","105,290"
20968,34,New Jersey,25-2059,"Special Education Teachers, All Other","1,140",*,*,*,*,*,*,"64,570","29,480","43,400","59,740","83,290","110,700"
20969,34,New Jersey,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",940,33.93,22.32,27.58,34.14,41.54,46.51,"70,570","46,430","57,360","71,000","86,400","96,740"
20970,34,New Jersey,25-3021,Self-Enrichment Teachers,"9,540",28.37,10.75,17.24,25.23,37.66,48.47,"59,010","22,350","35,850","52,480","78,330","100,810"
20971,34,New Jersey,25-3031,"Substitute Teachers, Short-Term","18,130",15.56,12.16,12.87,13.93,15.03,17.40,"32,370","25,290","26,760","28,980","31,260","36,180"
20972,34,New Jersey,25-3097,"Tutors and Teachers and Instructors, All Other","8,140",*,*,*,*,*,*,"47,970","21,240","27,130","36,920","59,750","102,350"
20973,34,New Jersey,25-4011,Archivists,420,26.37,16.23,18.52,24.82,29.54,44.56,"54,850","33,760","38,530","51,630","61,440","92,680"
20974,34,New Jersey,25-4012,Curators,210,30.60,15.82,21.46,28.58,38.48,47.61,"63,640","32,910","44,630","59,440","80,050","99,030"
20975,34,New Jersey,25-4013,Museum Technicians and Conservators,90,26.94,15.06,20.59,25.05,34.00,40.45,"56,030","31,320","42,820","52,100","70,720","84,130"
20976,34,New Jersey,25-4022,Librarians and Media Collections Specialists,"4,240",33.61,20.77,26.73,32.58,41.14,48.17,"69,910","43,210","55,600","67,770","85,580","100,190"
20977,34,New Jersey,25-4031,Library Technicians,"2,130",18.83,10.00,13.55,17.91,23.59,28.82,"39,160","20,800","28,170","37,250","49,070","59,950"
20978,34,New Jersey,25-9021,Farm and Home Management Educators,70,36.17,13.43,23.59,37.31,47.36,57.46,"75,240","27,930","49,060","77,610","98,510","119,510"
20979,34,New Jersey,25-9031,Instructional Coordinators,"4,330",36.87,17.34,27.50,37.66,47.26,55.93,"76,680","36,070","57,200","78,340","98,310","116,330"
20980,34,New Jersey,25-9044,"Teaching Assistants, Postsecondary","1,690",*,*,*,*,*,*,"35,000","19,110","22,640","29,950","44,760","58,030"
20981,34,New Jersey,25-9045,"Teaching Assistants, Except Postsecondary","57,080",*,*,*,*,*,*,"30,320","19,580","22,690","28,340","36,090","44,590"
20982,34,New Jersey,25-9099,"Educational Instruction and Library Workers, All Other","2,320",29.05,16.79,21.46,27.13,35.01,47.37,"60,410","34,930","44,640","56,430","72,830","98,520"
21022,34,New Jersey,29-1011,Chiropractors,810,58.20,29.77,35.97,46.07,60.19,#,"121,060","61,920","74,810","95,830","125,190",#
21023,34,New Jersey,29-1021,"Dentists, General","3,310",91.08,44.22,62.48,76.33,#,#,"189,460","91,980","129,960","158,770",#,#
21024,34,New Jersey,29-1023,Orthodontists,220,115.44,80.94,89.02,#,#,#,"240,110","168,360","185,160",#,#,#
21025,34,New Jersey,29-1029,"Dentists, All Other Specialists",160,117.34,48.04,67.06,#,#,#,"244,060","99,930","139,490",#,#,#
21026,34,New Jersey,29-1031,Dietitians and Nutritionists,"2,150",33.92,25.47,28.52,33.22,38.09,44.40,"70,550","52,980","59,310","69,110","79,230","92,350"
21027,34,New Jersey,29-1041,Optometrists,950,58.75,39.73,47.94,57.29,67.76,78.27,"122,190","82,630","99,720","119,170","140,940","162,800"
21028,34,New Jersey,29-1051,Pharmacists,"10,080",58.48,42.83,51.40,57.62,64.60,77.06,"121,650","89,080","106,910","119,840","134,370","160,280"
21029,34,New Jersey,29-1071,Physician Assistants,"2,520",62.23,19.08,52.00,63.41,78.18,93.51,"129,440","39,690","108,160","131,900","162,620","194,490"
21030,34,New Jersey,29-1081,Podiatrists,390,64.18,27.79,39.07,64.10,77.05,#,"133,490","57,800","81,260","133,330","160,260",#
21031,34,New Jersey,29-1122,Occupational Therapists,"5,100",46.55,32.94,38.39,46.16,54.98,61.81,"96,820","68,520","79,840","96,000","114,360","128,560"
21032,34,New Jersey,29-1123,Physical Therapists,"7,860",47.63,33.85,39.83,47.20,55.87,62.64,"99,060","70,400","82,850","98,180","116,210","130,290"
21033,34,New Jersey,29-1124,Radiation Therapists,600,51.26,38.88,43.52,50.16,58.57,67.58,"106,630","80,880","90,530","104,320","121,840","140,560"
21034,34,New Jersey,29-1125,Recreational Therapists,520,29.35,19.63,24.38,28.82,34.72,39.86,"61,040","40,840","50,710","59,940","72,210","82,900"
21035,34,New Jersey,29-1126,Respiratory Therapists,"3,870",35.18,27.11,30.83,34.85,38.88,45.53,"73,160","56,390","64,120","72,490","80,880","94,700"
21036,34,New Jersey,29-1127,Speech-Language Pathologists,"5,750",46.02,27.62,33.44,43.03,55.02,74.14,"95,710","57,460","69,560","89,510","114,430","154,210"
21037,34,New Jersey,29-1128,Exercise Physiologists,160,26.42,19.15,21.38,25.20,29.53,35.09,"54,950","39,840","44,460","52,410","61,430","72,990"
21038,34,New Jersey,29-1129,"Therapists, All Other",350,24.03,20.14,21.23,23.05,24.85,30.82,"49,990","41,900","44,160","47,940","51,690","64,100"
21039,34,New Jersey,29-1131,Veterinarians,"1,420",60.15,29.29,44.34,57.03,73.62,94.38,"125,110","60,930","92,230","118,630","153,120","196,310"
21040,34,New Jersey,29-1141,Registered Nurses,"80,140",40.52,29.98,34.37,40.35,46.94,52.50,"84,280","62,360","71,480","83,920","97,630","109,210"
21041,34,New Jersey,29-1151,Nurse Anesthetists,700,93.22,65.88,73.85,87.91,#,#,"193,900","137,020","153,610","182,850",#,#
21042,34,New Jersey,29-1161,Nurse Midwives,170,56.39,41.10,45.77,54.07,63.90,74.30,"117,280","85,490","95,190","112,460","132,910","154,550"
21043,34,New Jersey,29-1171,Nurse Practitioners,"6,460",59.52,44.61,51.63,57.71,64.05,76.06,"123,810","92,780","107,390","120,040","133,220","158,200"
21044,34,New Jersey,29-1181,Audiologists,320,44.62,31.85,35.87,44.53,53.98,60.61,"92,800","66,240","74,610","92,620","112,290","126,080"
21045,34,New Jersey,29-1211,Anesthesiologists,"1,160",#,#,#,#,#,#,#,#,#,#,#,#
21046,34,New Jersey,29-1215,Family Medicine Physicians,"1,900",103.84,67.02,75.74,93.99,#,#,"215,980","139,400","157,550","195,500",#,#
21047,34,New Jersey,29-1216,General Internal Medicine Physicians,"1,150",106.15,53.41,60.01,#,#,#,"220,790","111,090","124,830",#,#,#
21048,34,New Jersey,29-1218,Obstetricians and Gynecologists,**,132.54,87.86,#,#,#,#,"275,680","182,740",#,#,#,#
21049,34,New Jersey,29-1221,"Pediatricians, General",930,103.38,68.40,78.28,95.31,#,#,"215,040","142,260","162,830","198,240",#,#
21050,34,New Jersey,29-1223,Psychiatrists,920,118.90,70.66,85.15,#,#,#,"247,320","146,970","177,100",#,#,#
21051,34,New Jersey,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric","16,650",99.73,29.03,48.04,#,#,#,"207,440","60,390","99,920",#,#,#
21052,34,New Jersey,29-1248,"Surgeons, Except Ophthalmologists","1,500",134.45,86.52,#,#,#,#,"279,660","179,970",#,#,#,#
21053,34,New Jersey,29-1292,Dental Hygienists,"6,790",41.96,34.16,39.35,43.23,46.85,49.02,"87,270","71,040","81,850","89,930","97,440","101,960"
21054,34,New Jersey,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other","1,260",44.91,24.32,32.45,41.14,54.64,72.88,"93,420","50,590","67,500","85,570","113,660","151,600"
21055,34,New Jersey,29-2010,Clinical Laboratory Technologists and Technicians,"8,140",31.03,19.62,25.28,31.18,37.14,42.92,"64,540","40,810","52,590","64,850","77,250","89,280"
21056,34,New Jersey,29-2031,Cardiovascular Technologists and Technicians,790,37.51,27.33,31.94,36.75,43.14,48.38,"78,030","56,850","66,430","76,440","89,730","100,640"
21057,34,New Jersey,29-2032,Diagnostic Medical Sonographers,"2,800",37.89,28.27,32.71,37.69,43.98,48.39,"78,820","58,800","68,040","78,390","91,470","100,660"
21058,34,New Jersey,29-2033,Nuclear Medicine Technologists,620,44.12,33.59,37.98,44.06,50.14,58.46,"91,770","69,880","79,000","91,640","104,280","121,600"
21059,34,New Jersey,29-2034,Radiologic Technologists and Technicians,"5,620",33.33,24.41,27.92,33.10,38.27,44.61,"69,330","50,770","58,080","68,850","79,590","92,800"
21060,34,New Jersey,29-2035,Magnetic Resonance Imaging Technologists,970,40.33,32.32,35.21,39.96,45.85,49.55,"83,880","67,210","73,230","83,110","95,380","103,050"
21061,34,New Jersey,29-2040,Emergency Medical Technicians and Paramedics,"8,370",18.05,12.92,14.24,16.46,19.28,27.58,"37,550","26,870","29,610","34,250","40,100","57,360"
21062,34,New Jersey,29-2051,Dietetic Technicians,510,16.18,10.74,12.88,15.97,18.94,22.74,"33,660","22,330","26,790","33,220","39,390","47,290"
21063,34,New Jersey,29-2052,Pharmacy Technicians,"9,810",16.61,10.82,12.51,15.25,20.10,23.97,"34,550","22,510","26,010","31,730","41,810","49,860"
21064,34,New Jersey,29-2053,Psychiatric Technicians,**,18.98,12.92,14.55,17.41,22.52,28.49,"39,470","26,870","30,270","36,210","46,840","59,260"
21065,34,New Jersey,29-2055,Surgical Technologists,"2,230",26.28,19.87,22.27,26.04,29.73,34.56,"54,660","41,330","46,320","54,170","61,840","71,890"
21066,34,New Jersey,29-2056,Veterinary Technologists and Technicians,"3,210",18.52,12.56,15.20,18.20,22.10,24.85,"38,520","26,130","31,620","37,860","45,960","51,690"
21067,34,New Jersey,29-2057,Ophthalmic Medical Technicians,"2,480",22.07,15.48,17.80,21.78,26.02,29.33,"45,900","32,190","37,020","45,300","54,130","61,010"
21068,34,New Jersey,29-2061,Licensed Practical and Licensed Vocational Nurses,"17,770",27.65,21.96,25.27,27.70,30.14,33.90,"57,510","45,680","52,550","57,620","62,690","70,510"
21069,34,New Jersey,29-2081,"Opticians, Dispensing","1,720",29.57,22.06,25.78,29.00,32.63,36.79,"61,520","45,890","53,610","60,320","67,870","76,520"
21070,34,New Jersey,29-2091,Orthotists and Prosthetists,**,39.89,25.81,29.60,37.16,47.32,64.85,"82,970","53,680","61,570","77,290","98,430","134,880"
21071,34,New Jersey,29-2092,Hearing Aid Specialists,140,27.31,18.18,22.08,27.04,31.21,37.42,"56,810","37,800","45,930","56,240","64,920","77,840"
21072,34,New Jersey,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","5,170",25.62,15.78,17.99,23.33,32.72,38.77,"53,280","32,820","37,430","48,520","68,060","80,650"
21073,34,New Jersey,29-9091,Athletic Trainers,820,*,*,*,*,*,*,"53,850","21,440","23,680","53,440","76,750","95,940"
21074,34,New Jersey,29-9092,Genetic Counselors,80,41.95,32.82,36.04,41.22,47.61,54.01,"87,260","68,260","74,950","85,740","99,030","112,330"
21075,34,New Jersey,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",**,38.59,21.30,26.34,34.83,47.92,59.26,"80,260","44,300","54,780","72,460","99,670","123,250"
21077,34,New Jersey,31-1120,Home Health and Personal Care Aides,"57,060",13.08,9.80,10.66,12.21,15.05,17.86,"27,200","20,380","22,180","25,400","31,310","37,150"
21078,34,New Jersey,31-1131,Nursing Assistants,"53,980",15.00,11.16,12.86,14.57,16.91,19.33,"31,190","23,220","26,740","30,300","35,180","40,210"
21079,34,New Jersey,31-1132,Orderlies,"2,820",15.21,10.87,12.33,14.62,17.70,20.64,"31,640","22,600","25,650","30,420","36,820","42,930"
21080,34,New Jersey,31-1133,Psychiatric Aides,"2,380",19.29,13.58,15.50,18.25,22.74,27.87,"40,130","28,250","32,240","37,950","47,300","57,970"
21081,34,New Jersey,31-2011,Occupational Therapy Assistants,640,35.43,27.44,30.80,35.39,39.48,44.62,"73,680","57,070","64,060","73,610","82,110","92,820"
21082,34,New Jersey,31-2012,Occupational Therapy Aides,80,14.80,10.06,10.85,12.12,16.94,23.20,"30,790","20,920","22,560","25,210","35,240","48,250"
21083,34,New Jersey,31-2021,Physical Therapist Assistants,"1,420",33.40,26.21,29.14,34.20,38.42,41.38,"69,480","54,530","60,620","71,140","79,910","86,080"
21084,34,New Jersey,31-2022,Physical Therapist Aides,"3,560",13.38,10.30,11.22,12.73,15.00,17.61,"27,830","21,420","23,340","26,490","31,210","36,630"
21085,34,New Jersey,31-9011,Massage Therapists,"3,080",22.70,9.88,16.85,22.27,27.96,35.76,"47,220","20,550","35,040","46,320","58,160","74,390"
21086,34,New Jersey,31-9091,Dental Assistants,"10,300",21.33,14.25,16.99,20.70,25.73,29.74,"44,370","29,640","35,330","43,060","53,520","61,860"
21087,34,New Jersey,31-9092,Medical Assistants,"19,120",17.95,13.28,15.37,17.64,20.30,23.74,"37,330","27,620","31,970","36,690","42,220","49,390"
21088,34,New Jersey,31-9093,Medical Equipment Preparers,"2,440",19.45,12.50,16.35,19.11,22.83,26.00,"40,460","25,990","34,010","39,740","47,480","54,070"
21089,34,New Jersey,31-9094,Medical Transcriptionists,970,20.94,15.92,17.70,20.49,23.70,27.90,"43,560","33,120","36,830","42,620","49,300","58,030"
21090,34,New Jersey,31-9095,Pharmacy Aides,**,12.72,10.27,11.00,12.18,14.24,15.52,"26,460","21,360","22,870","25,340","29,610","32,290"
21091,34,New Jersey,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"1,950",13.97,10.18,11.07,12.49,15.22,19.80,"29,060","21,180","23,030","25,980","31,660","41,190"
21092,34,New Jersey,31-9097,Phlebotomists,"4,870",18.81,14.04,15.84,18.40,21.65,24.26,"39,110","29,200","32,940","38,260","45,020","50,460"
21093,34,New Jersey,31-9099,"Healthcare Support Workers, All Other","5,740",17.93,12.60,14.36,17.08,21.05,25.62,"37,280","26,210","29,880","35,530","43,780","53,300"
21172,34,New Jersey,41-1011,First-Line Supervisors of Retail Sales Workers,"28,460",26.10,14.65,17.99,24.02,31.25,39.62,"54,280","30,480","37,420","49,960","65,000","82,400"
21173,34,New Jersey,41-1012,First-Line Supervisors of Non-Retail Sales Workers,"7,760",46.85,24.62,31.55,41.93,57.96,76.58,"97,450","51,200","65,630","87,220","120,550","159,280"
21174,34,New Jersey,41-2011,Cashiers,"93,530",11.77,9.24,9.71,10.91,12.40,15.18,"24,480","19,220","20,200","22,700","25,780","31,570"
21175,34,New Jersey,41-2012,Gambling Change Persons and Booth Cashiers,270,15.47,10.89,12.97,15.94,17.74,19.03,"32,170","22,640","26,980","33,160","36,910","39,590"
21176,34,New Jersey,41-2021,Counter and Rental Clerks,"9,260",16.81,9.03,9.28,12.87,21.46,30.07,"34,960","18,770","19,310","26,760","44,640","62,550"
21177,34,New Jersey,41-2022,Parts Salespersons,"4,870",19.73,12.09,14.68,18.56,23.43,29.69,"41,040","25,160","30,540","38,610","48,730","61,750"
21178,34,New Jersey,41-2031,Retail Salespersons,"125,470",14.26,9.23,9.97,11.97,15.74,22.83,"29,660","19,190","20,730","24,900","32,740","47,490"
21179,34,New Jersey,41-3011,Advertising Sales Agents,"2,620",42.83,14.45,23.16,38.79,52.23,76.16,"89,090","30,060","48,180","80,690","108,640","158,400"
21180,34,New Jersey,41-3021,Insurance Sales Agents,"10,070",34.02,16.21,21.39,28.11,37.47,59.93,"70,770","33,720","44,500","58,460","77,930","124,650"
21181,34,New Jersey,41-3031,"Securities, Commodities, and Financial Services Sales Agents","16,650",45.65,18.29,23.11,32.57,55.84,93.66,"94,950","38,050","48,060","67,740","116,140","194,800"
21182,34,New Jersey,41-3041,Travel Agents,"2,070",23.55,9.84,13.21,19.43,28.88,38.71,"48,990","20,460","27,480","40,420","60,070","80,520"
21183,34,New Jersey,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","36,570",40.37,16.99,24.35,34.05,50.03,73.61,"83,980","35,330","50,650","70,820","104,060","153,100"
21184,34,New Jersey,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","4,680",48.49,24.76,33.88,44.74,57.85,76.48,"100,850","51,500","70,470","93,050","120,330","159,070"
21185,34,New Jersey,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","40,030",40.46,16.60,24.33,34.29,49.24,73.42,"84,170","34,530","50,600","71,320","102,410","152,710"
21186,34,New Jersey,41-9011,Demonstrators and Product Promoters,"2,190",17.68,9.23,11.17,16.58,23.55,27.48,"36,780","19,190","23,240","34,490","48,980","57,160"
21187,34,New Jersey,41-9021,Real Estate Brokers,360,*,*,*,*,*,*,*,*,*,*,*,*
21188,34,New Jersey,41-9022,Real Estate Sales Agents,"2,240",32.15,16.39,19.88,26.27,31.07,64.06,"66,880","34,080","41,350","54,650","64,630","133,250"
21189,34,New Jersey,41-9031,Sales Engineers,"1,300",51.91,28.58,36.67,46.87,63.52,84.46,"107,960","59,450","76,270","97,500","132,120","175,670"
21190,34,New Jersey,41-9041,Telemarketers,"3,680",16.07,9.87,10.88,12.88,18.61,25.54,"33,410","20,520","22,630","26,800","38,720","53,120"
21191,34,New Jersey,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",**,14.53,9.35,10.10,13.54,17.06,21.18,"30,230","19,450","21,020","28,160","35,490","44,060"
21192,34,New Jersey,41-9099,"Sales and Related Workers, All Other","6,310",27.40,11.35,15.74,25.78,35.41,46.41,"57,000","23,610","32,740","53,630","73,650","96,530"
21554,35,New Mexico,15-1211,Computer Systems Analysts,"1,590",38.41,20.26,28.24,36.79,47.55,59.42,"79,900","42,150","58,730","76,530","98,900","123,590"
21555,35,New Mexico,15-1212,Information Security Analysts,960,52.67,32.18,41.44,52.68,62.92,75.62,"109,550","66,940","86,200","109,580","130,870","157,290"
21556,35,New Mexico,15-1221,Computer and Information Research Scientists,730,62.48,39.79,48.94,62.32,74.71,89.12,"129,950","82,770","101,790","129,630","155,400","185,360"
21557,35,New Mexico,15-1231,Computer Network Support Specialists,"1,230",27.69,17.55,21.37,26.56,33.63,39.89,"57,600","36,500","44,440","55,250","69,950","82,980"
21558,35,New Mexico,15-1232,Computer User Support Specialists,"2,820",20.37,12.54,15.20,18.71,24.13,30.50,"42,360","26,090","31,620","38,910","50,190","63,440"
21559,35,New Mexico,15-1241,Computer Network Architects,510,46.89,31.60,38.67,46.27,55.03,61.64,"97,540","65,730","80,440","96,240","114,450","128,220"
21560,35,New Mexico,15-1244,Network and Computer Systems Administrators,"1,670",36.34,24.07,29.16,35.02,42.00,51.24,"75,590","50,060","60,650","72,840","87,350","106,590"
